number,title,depth,part,chapter,start_pdf_page,end_pdf_page_hierarchical,end_pdf_page_atomic,hierarchical_file,atomic_file,hierarchical_utf8_bytes,atomic_utf8_bytes
1,Introduction,1,1,1,22,87,24,part_01_foundations/chapter_01_introduction/hierarchical/01_introduction.md,part_01_foundations/chapter_01_introduction/atomic/01_introduction.md,135529,4310
1.1,Structure of a Typical Game Team,2,1,1,24,27,24,part_01_foundations/chapter_01_introduction/hierarchical/01.01_structure_of_a_typical_game_team.md,part_01_foundations/chapter_01_introduction/atomic/01.01_structure_of_a_typical_game_team.md,8705,667
1.1.1,Engineers,3,1,1,24,25,25,part_01_foundations/chapter_01_introduction/hierarchical/01.01.01_engineers.md,part_01_foundations/chapter_01_introduction/atomic/01.01.01_engineers.md,1890,1890
1.1.2,Artists,3,1,1,25,26,26,part_01_foundations/chapter_01_introduction/hierarchical/01.01.02_artists.md,part_01_foundations/chapter_01_introduction/atomic/01.01.02_artists.md,2657,2657
1.1.3,Game Designers,3,1,1,26,26,26,part_01_foundations/chapter_01_introduction/hierarchical/01.01.03_game_designers.md,part_01_foundations/chapter_01_introduction/atomic/01.01.03_game_designers.md,1672,1672
1.1.4,Producers,3,1,1,26,27,27,part_01_foundations/chapter_01_introduction/hierarchical/01.01.04_producers.md,part_01_foundations/chapter_01_introduction/atomic/01.01.04_producers.md,898,898
1.1.5,Other Staff,3,1,1,27,27,27,part_01_foundations/chapter_01_introduction/hierarchical/01.01.05_other_staff.md,part_01_foundations/chapter_01_introduction/atomic/01.01.05_other_staff.md,582,582
1.1.6,Publishers and Studios,3,1,1,27,27,27,part_01_foundations/chapter_01_introduction/hierarchical/01.01.06_publishers_and_studios.md,part_01_foundations/chapter_01_introduction/atomic/01.01.06_publishers_and_studios.md,1215,1215
1.2,What Is a Game?,2,1,1,27,30,28,part_01_foundations/chapter_01_introduction/hierarchical/01.02_what_is_a_game.md,part_01_foundations/chapter_01_introduction/atomic/01.02_what_is_a_game.md,7221,2076
1.2.1,Video Games as Soft Real-Time Simulations,3,1,1,28,30,30,part_01_foundations/chapter_01_introduction/hierarchical/01.02.01_video_games_as_soft_real_time_simulations.md,part_01_foundations/chapter_01_introduction/atomic/01.02.01_video_games_as_soft_real_time_simulations.md,5291,5291
1.3,What Is a Game Engine?,2,1,1,30,32,32,part_01_foundations/chapter_01_introduction/hierarchical/01.03_what_is_a_game_engine.md,part_01_foundations/chapter_01_introduction/atomic/01.03_what_is_a_game_engine.md,5837,5837
1.4,Engine Differences across Genres,2,1,1,32,50,33,part_01_foundations/chapter_01_introduction/hierarchical/01.04_engine_differences_across_genres.md,part_01_foundations/chapter_01_introduction/atomic/01.04_engine_differences_across_genres.md,31563,1663
1.4.1,First-Person Shooters (FPS),3,1,1,33,34,34,part_01_foundations/chapter_01_introduction/hierarchical/01.04.01_first_person_shooters_fps.md,part_01_foundations/chapter_01_introduction/atomic/01.04.01_first_person_shooters_fps.md,3200,3200
1.4.2,Platformers and Other Third-Person Games,3,1,1,34,36,36,part_01_foundations/chapter_01_introduction/hierarchical/01.04.02_platformers_and_other_third_person_games.md,part_01_foundations/chapter_01_introduction/atomic/01.04.02_platformers_and_other_third_person_games.md,3479,3479
1.4.3,Fighting Games,3,1,1,36,38,38,part_01_foundations/chapter_01_introduction/hierarchical/01.04.03_fighting_games.md,part_01_foundations/chapter_01_introduction/atomic/01.04.03_fighting_games.md,2319,2319
1.4.4,Racing Games,3,1,1,38,40,40,part_01_foundations/chapter_01_introduction/hierarchical/01.04.04_racing_games.md,part_01_foundations/chapter_01_introduction/atomic/01.04.04_racing_games.md,3449,3449
1.4.5,Strategy Games,3,1,1,40,42,42,part_01_foundations/chapter_01_introduction/hierarchical/01.04.05_strategy_games.md,part_01_foundations/chapter_01_introduction/atomic/01.04.05_strategy_games.md,2670,2670
1.4.6,Massively Multiplayer Online Games (MMOG),3,1,1,42,43,43,part_01_foundations/chapter_01_introduction/hierarchical/01.04.06_massively_multiplayer_online_games_mmog.md,part_01_foundations/chapter_01_introduction/atomic/01.04.06_massively_multiplayer_online_games_mmog.md,3414,3414
1.4.7,Player-Authored Content,3,1,1,44,45,45,part_01_foundations/chapter_01_introduction/hierarchical/01.04.07_player_authored_content.md,part_01_foundations/chapter_01_introduction/atomic/01.04.07_player_authored_content.md,2735,2735
1.4.8,"Virtual, Augmented and Mixed Reality",3,1,1,46,50,50,part_01_foundations/chapter_01_introduction/hierarchical/01.04.08_virtual_augmented_and_mixed_reality.md,part_01_foundations/chapter_01_introduction/atomic/01.04.08_virtual_augmented_and_mixed_reality.md,9078,9078
1.4.9,Other Genres,3,1,1,50,50,50,part_01_foundations/chapter_01_introduction/hierarchical/01.04.09_other_genres.md,part_01_foundations/chapter_01_introduction/atomic/01.04.09_other_genres.md,1348,1348
1.5,Game Engine Survey,2,1,1,50,56,50,part_01_foundations/chapter_01_introduction/hierarchical/01.05_game_engine_survey.md,part_01_foundations/chapter_01_introduction/atomic/01.05_game_engine_survey.md,15774,173
1.5.1,The Quake Family of Engines,3,1,1,50,51,51,part_01_foundations/chapter_01_introduction/hierarchical/01.05.01_the_quake_family_of_engines.md,part_01_foundations/chapter_01_introduction/atomic/01.05.01_the_quake_family_of_engines.md,2082,2082
1.5.2,Unreal Engine,3,1,1,51,52,52,part_01_foundations/chapter_01_introduction/hierarchical/01.05.02_unreal_engine.md,part_01_foundations/chapter_01_introduction/atomic/01.05.02_unreal_engine.md,2296,2296
1.5.3,The Half-Life Source Engine,3,1,1,52,52,52,part_01_foundations/chapter_01_introduction/hierarchical/01.05.03_the_half_life_source_engine.md,part_01_foundations/chapter_01_introduction/atomic/01.05.03_the_half_life_source_engine.md,491,491
1.5.4,DICE’s Frostbite,3,1,1,52,52,52,part_01_foundations/chapter_01_introduction/hierarchical/01.05.04_dices_frostbite.md,part_01_foundations/chapter_01_introduction/atomic/01.05.04_dices_frostbite.md,792,792
1.5.5,Rockstar Advanced Game Engine (RAGE),3,1,1,52,52,52,part_01_foundations/chapter_01_introduction/hierarchical/01.05.05_rockstar_advanced_game_engine_rage.md,part_01_foundations/chapter_01_introduction/atomic/01.05.05_rockstar_advanced_game_engine_rage.md,633,633
1.5.6,CRYENGINE,3,1,1,53,53,53,part_01_foundations/chapter_01_introduction/hierarchical/01.05.06_cryengine.md,part_01_foundations/chapter_01_introduction/atomic/01.05.06_cryengine.md,966,966
1.5.7,Sony’s PhyreEngine,3,1,1,53,53,53,part_01_foundations/chapter_01_introduction/hierarchical/01.05.07_sonys_phyreengine.md,part_01_foundations/chapter_01_introduction/atomic/01.05.07_sonys_phyreengine.md,1138,1138
1.5.8,Microsoft’s XNA Game Studio,3,1,1,53,53,53,part_01_foundations/chapter_01_introduction/hierarchical/01.05.08_microsofts_xna_game_studio.md,part_01_foundations/chapter_01_introduction/atomic/01.05.08_microsofts_xna_game_studio.md,827,827
1.5.9,Unity,3,1,1,54,54,54,part_01_foundations/chapter_01_introduction/hierarchical/01.05.09_unity.md,part_01_foundations/chapter_01_introduction/atomic/01.05.09_unity.md,1899,1899
1.5.10,Other Commercial Game Engines,3,1,1,54,54,54,part_01_foundations/chapter_01_introduction/hierarchical/01.05.10_other_commercial_game_engines.md,part_01_foundations/chapter_01_introduction/atomic/01.05.10_other_commercial_game_engines.md,704,704
1.5.11,Proprietary In-House Engines,3,1,1,54,55,55,part_01_foundations/chapter_01_introduction/hierarchical/01.05.11_proprietary_in_house_engines.md,part_01_foundations/chapter_01_introduction/atomic/01.05.11_proprietary_in_house_engines.md,1049,1049
1.5.12,Open Source Engines,3,1,1,55,56,56,part_01_foundations/chapter_01_introduction/hierarchical/01.05.12_open_source_engines.md,part_01_foundations/chapter_01_introduction/atomic/01.05.12_open_source_engines.md,2621,2621
1.5.13,2D Game Engines for Non-programmers,3,1,1,56,56,56,part_01_foundations/chapter_01_introduction/hierarchical/01.05.13_2d_game_engines_for_non_programmers.md,part_01_foundations/chapter_01_introduction/atomic/01.05.13_2d_game_engines_for_non_programmers.md,1939,1939
1.6,Runtime Engine Architecture,2,1,1,57,78,57,part_01_foundations/chapter_01_introduction/hierarchical/01.06_runtime_engine_architecture.md,part_01_foundations/chapter_01_introduction/atomic/01.06_runtime_engine_architecture.md,44588,1418
1.6.1,Target Hardware,3,1,1,57,57,57,part_01_foundations/chapter_01_introduction/hierarchical/01.06.01_target_hardware.md,part_01_foundations/chapter_01_introduction/atomic/01.06.01_target_hardware.md,966,966
1.6.2,Device Drivers,3,1,1,57,58,58,part_01_foundations/chapter_01_introduction/hierarchical/01.06.02_device_drivers.md,part_01_foundations/chapter_01_introduction/atomic/01.06.02_device_drivers.md,715,715
1.6.3,Operating System,3,1,1,59,59,59,part_01_foundations/chapter_01_introduction/hierarchical/01.06.03_operating_system.md,part_01_foundations/chapter_01_introduction/atomic/01.06.03_operating_system.md,1714,1714
1.6.4,Third-Party SDKs and Middleware,3,1,1,59,62,62,part_01_foundations/chapter_01_introduction/hierarchical/01.06.04_third_party_sdks_and_middleware.md,part_01_foundations/chapter_01_introduction/atomic/01.06.04_third_party_sdks_and_middleware.md,6622,6622
1.6.5,Platform Independence Layer,3,1,1,62,63,63,part_01_foundations/chapter_01_introduction/hierarchical/01.06.05_platform_independence_layer.md,part_01_foundations/chapter_01_introduction/atomic/01.06.05_platform_independence_layer.md,2049,2049
1.6.6,Core Systems,3,1,1,63,64,64,part_01_foundations/chapter_01_introduction/hierarchical/01.06.06_core_systems.md,part_01_foundations/chapter_01_introduction/atomic/01.06.06_core_systems.md,2259,2259
1.6.7,Resource Manager,3,1,1,64,64,64,part_01_foundations/chapter_01_introduction/hierarchical/01.06.07_resource_manager.md,part_01_foundations/chapter_01_introduction/atomic/01.06.07_resource_manager.md,1055,1055
1.6.8,Rendering Engine,3,1,1,64,69,69,part_01_foundations/chapter_01_introduction/hierarchical/01.06.08_rendering_engine.md,part_01_foundations/chapter_01_introduction/atomic/01.06.08_rendering_engine.md,9354,9354
1.6.9,Profiling and Debugging Tools,3,1,1,69,70,70,part_01_foundations/chapter_01_introduction/hierarchical/01.06.09_profiling_and_debugging_tools.md,part_01_foundations/chapter_01_introduction/atomic/01.06.09_profiling_and_debugging_tools.md,3161,3161
1.6.10,Collision and Physics,3,1,1,70,71,71,part_01_foundations/chapter_01_introduction/hierarchical/01.06.10_collision_and_physics.md,part_01_foundations/chapter_01_introduction/atomic/01.06.10_collision_and_physics.md,2285,2285
1.6.11,Animation,3,1,1,71,72,72,part_01_foundations/chapter_01_introduction/hierarchical/01.06.11_animation.md,part_01_foundations/chapter_01_introduction/atomic/01.06.11_animation.md,2194,2194
1.6.12,Human Interface Devices (HID),3,1,1,72,73,73,part_01_foundations/chapter_01_introduction/hierarchical/01.06.12_human_interface_devices_hid.md,part_01_foundations/chapter_01_introduction/atomic/01.06.12_human_interface_devices_hid.md,2135,2135
1.6.13,Audio,3,1,1,73,73,73,part_01_foundations/chapter_01_introduction/hierarchical/01.06.13_audio.md,part_01_foundations/chapter_01_introduction/atomic/01.06.13_audio.md,1940,1940
1.6.14,Online Multiplayer/Networking,3,1,1,74,74,74,part_01_foundations/chapter_01_introduction/hierarchical/01.06.14_online_multiplayer_networking.md,part_01_foundations/chapter_01_introduction/atomic/01.06.14_online_multiplayer_networking.md,2616,2616
1.6.15,Gameplay Foundation Systems,3,1,1,74,77,77,part_01_foundations/chapter_01_introduction/hierarchical/01.06.15_gameplay_foundation_systems.md,part_01_foundations/chapter_01_introduction/atomic/01.06.15_gameplay_foundation_systems.md,6330,6330
1.6.16,Game-Specific Subsystems,3,1,1,77,78,78,part_01_foundations/chapter_01_introduction/hierarchical/01.06.16_game_specific_subsystems.md,part_01_foundations/chapter_01_introduction/atomic/01.06.16_game_specific_subsystems.md,1309,1309
1.7,Tools and the Asset Pipeline,2,1,1,78,87,78,part_01_foundations/chapter_01_introduction/hierarchical/01.07_tools_and_the_asset_pipeline.md,part_01_foundations/chapter_01_introduction/atomic/01.07_tools_and_the_asset_pipeline.md,18562,735
1.7.1,Digital Content Creation Tools,3,1,1,78,79,79,part_01_foundations/chapter_01_introduction/hierarchical/01.07.01_digital_content_creation_tools.md,part_01_foundations/chapter_01_introduction/atomic/01.07.01_digital_content_creation_tools.md,3238,3238
1.7.2,The Asset Conditioning Pipeline,3,1,1,80,83,83,part_01_foundations/chapter_01_introduction/hierarchical/01.07.02_the_asset_conditioning_pipeline.md,part_01_foundations/chapter_01_introduction/atomic/01.07.02_the_asset_conditioning_pipeline.md,7658,7658
1.7.3,The World Editor,3,1,1,83,83,83,part_01_foundations/chapter_01_introduction/hierarchical/01.07.03_the_world_editor.md,part_01_foundations/chapter_01_introduction/atomic/01.07.03_the_world_editor.md,929,929
1.7.4,The Resource Database,3,1,1,83,84,84,part_01_foundations/chapter_01_introduction/hierarchical/01.07.04_the_resource_database.md,part_01_foundations/chapter_01_introduction/atomic/01.07.04_the_resource_database.md,2251,2251
1.7.5,Some Approaches to Tool Architecture,3,1,1,84,87,87,part_01_foundations/chapter_01_introduction/hierarchical/01.07.05_some_approaches_to_tool_architecture.md,part_01_foundations/chapter_01_introduction/atomic/01.07.05_some_approaches_to_tool_architecture.md,4630,4630
2,Tools of the Trade,1,1,2,88,123,88,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02_tools_of_the_trade.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02_tools_of_the_trade.md,78342,1223
2.1,Version Control,2,1,2,88,97,89,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01_version_control.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01_version_control.md,19187,1128
2.1.1,Why Use Version Control?,3,1,2,89,89,89,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01.01_why_use_version_control.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01.01_why_use_version_control.md,1011,1011
2.1.2,Common Version Control Systems,3,1,2,89,91,91,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01.02_common_version_control_systems.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01.02_common_version_control_systems.md,3619,3619
2.1.3,Overview of Subversion and TortoiseSVN,3,1,2,91,91,91,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01.03_overview_of_subversion_and_tortoisesvn.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01.03_overview_of_subversion_and_tortoisesvn.md,2117,2117
2.1.4,Setting up a Code Repository,3,1,2,91,92,92,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01.04_setting_up_a_code_repository.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01.04_setting_up_a_code_repository.md,967,967
2.1.5,Installing TortoiseSVN,3,1,2,92,93,93,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01.05_installing_tortoisesvn.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01.05_installing_tortoisesvn.md,2679,2679
2.1.6,"File Versions, Updating and Committing",3,1,2,93,95,95,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01.06_file_versions_updating_and_committing.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01.06_file_versions_updating_and_committing.md,3697,3697
2.1.7,"Multiple Check-Out, Branching and Merging",3,1,2,95,97,97,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01.07_multiple_check_out_branching_and_merging.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01.07_multiple_check_out_branching_and_merging.md,4496,4496
2.1.8,Deleting Files,3,1,2,97,97,97,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.01.08_deleting_files.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.01.08_deleting_files.md,911,911
2.2,"Compilers, Linkers and IDEs",2,1,2,97,118,98,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.02_compilers_linkers_and_ides.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.02_compilers_linkers_and_ides.md,46981,1661
2.2.1,"Source Files, Headers and Translation Units",3,1,2,98,98,98,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.02.01_source_files_headers_and_translation_units.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.02.01_source_files_headers_and_translation_units.md,1163,1163
2.2.2,"Libraries, Executables and Dynamic Link Libraries",3,1,2,98,99,99,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.02.02_libraries_executables_and_dynamic_link_libraries.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.02.02_libraries_executables_and_dynamic_link_libraries.md,2979,2979
2.2.3,Projects and Solutions,3,1,2,99,100,100,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.02.03_projects_and_solutions.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.02.03_projects_and_solutions.md,1784,1784
2.2.4,Build Configurations,3,1,2,100,110,110,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.02.04_build_configurations.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.02.04_build_configurations.md,24477,24477
2.2.5,Debugging Your Code,3,1,2,110,118,118,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.02.05_debugging_your_code.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.02.05_debugging_your_code.md,15744,15744
2.3,Profiling Tools,2,1,2,118,120,120,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.03_profiling_tools.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.03_profiling_tools.md,5755,5570
2.3.1,List of Profilers,3,1,2,120,120,120,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.03.01_list_of_profilers.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.03.01_list_of_profilers.md,334,334
2.4,Memory Leak and Corruption Detection,2,1,2,120,121,121,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.04_memory_leak_and_corruption_detection.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.04_memory_leak_and_corruption_detection.md,2616,2616
2.5,Other Tools,2,1,2,121,123,123,part_01_foundations/chapter_02_tools_of_the_trade/hierarchical/02.05_other_tools.md,part_01_foundations/chapter_02_tools_of_the_trade/atomic/02.05_other_tools.md,3305,3305
3,Fundamentals of Software Engineering for Games,1,1,3,124,221,124,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03_fundamentals_of_software_engineering_for_games.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03_fundamentals_of_software_engineering_for_games.md,206391,942
3.1,C++ Review and Best Practices,2,1,3,124,138,125,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.01_cpp_review_and_best_practices.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.01_cpp_review_and_best_practices.md,27982,1188
3.1.1,Brief Review of Object-Oriented Programming,3,1,3,125,132,132,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.01.01_brief_review_of_object_oriented_programming.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.01.01_brief_review_of_object_oriented_programming.md,12506,12506
3.1.2,C++ Language Standardization,3,1,3,132,137,137,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.01.02_cpp_language_standardization.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.01.02_cpp_language_standardization.md,11620,11620
3.1.3,Coding Standards: Why and How Much?,3,1,3,137,138,138,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.01.03_coding_standards_why_and_how_much.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.01.03_coding_standards_why_and_how_much.md,3115,3115
3.2,Catching and Handling Errors,2,1,3,138,150,138,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.02_catching_and_handling_errors.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.02_catching_and_handling_errors.md,27095,396
3.2.1,Types of Errors,3,1,3,138,139,139,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.02.01_types_of_errors.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.02.01_types_of_errors.md,2231,2231
3.2.2,Handling Errors,3,1,3,139,141,141,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.02.02_handling_errors.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.02.02_handling_errors.md,5079,5079
3.2.3,Implementation of Error Detection and Handling,3,1,3,141,150,150,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.02.03_implementation_of_error_detection_and_handling.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.02.03_implementation_of_error_detection_and_handling.md,19836,19836
3.3,"Data, Code and Memory Layout",2,1,3,150,183,150,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.03_data_code_and_memory_layout.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.03_data_code_and_memory_layout.md,67813,186
3.3.1,Numeric Representations,3,1,3,150,156,156,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.03.01_numeric_representations.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.03.01_numeric_representations.md,16393,16393
3.3.2,Primitive Data Types,3,1,3,156,162,162,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.03.02_primitive_data_types.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.03.02_primitive_data_types.md,12064,12064
3.3.3,Kilobytes versus Kibibytes,3,1,3,162,163,163,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.03.03_kilobytes_versus_kibibytes.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.03.03_kilobytes_versus_kibibytes.md,1984,1984
3.3.4,"Declarations, Definitions and Linkage",3,1,3,163,170,170,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.03.04_declarations_definitions_and_linkage.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.03.04_declarations_definitions_and_linkage.md,12458,12458
3.3.5,Memory Layout of a C/C++ Program,3,1,3,170,175,175,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.03.05_memory_layout_of_a_c_cpp_program.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.03.05_memory_layout_of_a_c_cpp_program.md,10332,10332
3.3.6,Member Variables,3,1,3,175,177,177,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.03.06_member_variables.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.03.06_member_variables.md,3283,3283
3.3.7,Object Layout in Memory,3,1,3,177,183,183,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.03.07_object_layout_in_memory.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.03.07_object_layout_in_memory.md,12429,12429
3.4,Computer Hardware Fundamentals,2,1,3,183,200,184,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.04_computer_hardware_fundamentals.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.04_computer_hardware_fundamentals.md,39499,1363
3.4.1,Learning from the Simpler Computers of Yesteryear,3,1,3,184,185,185,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.04.01_learning_from_the_simpler_computers_of_yesteryear.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.04.01_learning_from_the_simpler_computers_of_yesteryear.md,2185,2185
3.4.2,Anatomy of a Computer,3,1,3,185,185,185,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.04.02_anatomy_of_a_computer.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.04.02_anatomy_of_a_computer.md,846,846
3.4.3,CPU,3,1,3,185,190,190,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.04.03_cpu.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.04.03_cpu.md,11075,11075
3.4.4,Clock,3,1,3,190,191,191,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.04.04_clock.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.04.04_clock.md,3841,3841
3.4.5,Memory,3,1,3,191,192,192,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.04.05_memory.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.04.05_memory.md,2394,2394
3.4.6,Buses,3,1,3,192,194,194,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.04.06_buses.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.04.06_buses.md,5857,5857
3.4.7,Machine and Assembly Language,3,1,3,194,200,200,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.04.07_machine_and_assembly_language.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.04.07_machine_and_assembly_language.md,13254,13254
3.5,Memory Architectures,2,1,3,200,221,200,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.05_memory_architectures.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.05_memory_architectures.md,43780,1079
3.5.1,Memory Mapping,3,1,3,201,203,203,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.05.01_memory_mapping.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.05.01_memory_mapping.md,5578,5578
3.5.2,Virtual Memory,3,1,3,203,207,207,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.05.02_virtual_memory.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.05.02_virtual_memory.md,7927,7927
3.5.3,Memory Architectures for Latency Reduction,3,1,3,207,209,209,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.05.03_memory_architectures_for_latency_reduction.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.05.03_memory_architectures_for_latency_reduction.md,6333,6333
3.5.4,Memory Cache Hierarchies,3,1,3,210,217,217,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.05.04_memory_cache_hierarchies.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.05.04_memory_cache_hierarchies.md,17256,17256
3.5.5,Nonuniform Memory Access (NUMA),3,1,3,217,221,221,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/hierarchical/03.05.05_nonuniform_memory_access_numa.md,part_01_foundations/chapter_03_fundamentals_of_software_engineering_for_games/atomic/03.05.05_nonuniform_memory_access_numa.md,6379,6379
4,Parallelism and Concurrent Programming,1,1,4,222,377,223,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04_parallelism_and_concurrent_programming.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04_parallelism_and_concurrent_programming.md,308994,2948
